t_ns,t_s,utm_easting,utm_northing,altitude,hdop,latitude,longitude,zone,letter
1770478120876760855,250.84667989300002,331233.1209373634,4687769.730952668,21.0,0.8,42.323888333333336,-71.04819166666667,19,T
1770478121877949594,251.84786863200003,331233.1209373634,4687769.730952668,21.0,0.8,42.323888333333336,-71.04819166666667,19,T
1770478122877029465,252.84694850300002,331233.1209373634,4687769.730952668,21.0,0.8,42.323888333333336,-71.04819166666667,19,T
1770478123879599951,253.84951898900002,331233.1209373634,4687769.730952668,21.0,0.8,42.323888333333336,-71.04819166666667,19,T
1770478124876946705,254.84686574300002,331233.1209373634,4687769.730952668,21.0,0.8,42.323888333333336,-71.04819166666667,19,T
1770478125882522712,255.85244175000003,331233.1209373634,4687769.730952668,21.0,0.8,42.323888333333336,-71.04819166666667,19,T
1770478126882418204,256.85233724200003,331233.1209373634,4687769.730952668,21.0,0.8,42.323888333333336,-71.04819166666667,19,T
1770478127884618816,257.854537854,331233.1209373634,4687769.730952668,21.0,0.8,42.323888333333336,-71.04819166666667,19,T
1770478128882596315,258.852515353,331233.1209373634,4687769.730952668,21.0,0.8,42.323888333333336,-71.04819166666667,19,T
1770478129885197031,259.855116069,331233.1209373634,4687769.730952668,21.0,0.8,42.323888333333336,-71.04819166666667,19,T
1770478130882314755,260.85223379300004,331233.1209373634,4687769.730952668,21.0,0.8,42.323888333333336,-71.04819166666667,19,T
1770478131877054178,261.84697321600004,331233.1209373634,4687769.730952668,20.9,0.8,42.323888333333336,-71.04819166666667,19,T
1770478132882527308,262.852446346,331233.1209373634,4687769.730952668,20.9,0.8,42.323888333333336,-71.04819166666667,19,T
1770478133880451294,263.850370332,331233.1209373634,4687769.730952668,20.9,0.8,42.323888333333336,-71.04819166666667,19,T
1770478134882527559,264.85244659700004,331233.1209373634,4687769.730952668,20.9,0.8,42.323888333333336,-71.04819166666667,19,T
1770478135885057215,265.854976253,331233.1209373634,4687769.730952668,20.9,0.8,42.323888333333336,-71.04819166666667,19,T
1770478136882387776,266.85230681400003,331232.9836018255,4687769.734259707,20.9,0.8,42.323888333333336,-71.04819333333333,19,T
1770478137881790145,267.851709183,331232.9836018255,4687769.734259707,20.9,0.8,42.323888333333336,-71.04819333333333,19,T
1770478138876923724,268.846842762,331232.9836018255,4687769.734259707,20.9,0.8,42.323888333333336,-71.04819333333333,19,T
1770478139881314876,269.85123391400003,331232.9836018255,4687769.734259707,20.9,0.8,42.323888333333336,-71.04819333333333,19,T
1770478140876863479,270.846782517,331232.9836018255,4687769.734259707,20.8,0.81,42.323888333333336,-71.04819333333333,19,T
1770478141879636270,271.849555308,331232.9836018255,4687769.734259707,20.8,0.8,42.323888333333336,-71.04819333333333,19,T
1770478142876905101,272.84682413900003,331232.9836018255,4687769.734259707,20.8,0.8,42.323888333333336,-71.04819333333333,19,T
1770478143876749850,273.846668888,331232.9836018255,4687769.734259707,20.8,0.8,42.323888333333336,-71.04819333333333,19,T
1770478144877050594,274.846969632,331232.9880583071,4687769.919329513,20.8,0.81,42.32389,-71.04819333333333,19,T
1770478145877997332,275.84791637,331232.9836018255,4687769.734259707,20.8,0.81,42.323888333333336,-71.04819333333333,19,T
1770478146882628589,276.85254762700004,331232.9880583071,4687769.919329513,20.8,0.8,42.32389,-71.04819333333333,19,T
1770478147885324614,277.855243652,331232.9880583071,4687769.919329513,20.8,0.8,42.32389,-71.04819333333333,19,T
1770478148883318061,278.853237099,331232.9836018255,4687769.734259707,20.8,0.8,42.323888333333336,-71.04819333333333,19,T
1770478149882034302,279.85195334,331232.8462662854,4687769.737566749,20.8,0.81,42.323888333333336,-71.048195,19,T
1770478150882036090,280.85195512800004,331232.8462662854,4687769.737566749,20.8,0.8,42.323888333333336,-71.048195,19,T
1770478151883472599,281.853391637,331232.8507227707,4687769.922636555,20.7,0.8,42.32389,-71.048195,19,T
1770478152876661623,282.846580661,331232.8507227707,4687769.922636555,20.7,0.81,42.32389,-71.048195,19,T
1770478153884940946,283.85485998400003,331232.8507227707,4687769.922636555,20.7,0.81,42.32389,-71.048195,19,T
1770478154876857783,284.846776821,331232.8507227707,4687769.922636555,20.7,0.8,42.32389,-71.048195,19,T
1770478155879800885,285.849719923,331232.8507227707,4687769.922636555,20.7,0.81,42.32389,-71.048195,19,T
1770478156880079352,286.84999839,331232.8507227707,4687769.922636555,20.7,0.8,42.32389,-71.048195,19,T
1770478157882302269,287.85222130700004,331232.8507227707,4687769.922636555,20.7,0.8,42.32389,-71.048195,19,T
1770478158879735017,288.84965405500003,331232.8507227707,4687769.922636555,20.7,0.8,42.32389,-71.048195,19,T
1770478159877448263,289.847367301,331232.8507227707,4687769.922636555,20.7,0.8,42.32389,-71.048195,19,T
1770478160874244826,290.844163864,331232.8507227707,4687769.922636555,20.7,0.81,42.32389,-71.048195,19,T
1770478161874212744,291.84413178200003,331232.8507227707,4687769.922636555,20.7,0.81,42.32389,-71.048195,19,T
1770478162874148504,292.844067542,331232.8507227707,4687769.922636555,20.7,0.8,42.32389,-71.048195,19,T
1770478163876689543,293.846608581,331232.8507227707,4687769.922636555,20.7,0.81,42.32389,-71.048195,19,T
1770478164876706094,294.84662513200004,331232.8507227707,4687769.922636555,20.6,0.81,42.32389,-71.048195,19,T
1770478165884950157,295.854869195,331232.8507227707,4687769.922636555,20.6,0.81,42.32389,-71.048195,19,T
1770478166882001279,296.851920317,331232.8507227707,4687769.922636555,20.6,0.81,42.32389,-71.048195,19,T
1770478167882309308,297.852228346,331232.8507227707,4687769.922636555,20.5,0.79,42.32389,-71.048195,19,T
1770478168882227169,298.85214620700003,331232.71338723635,4687769.925943599,20.5,0.8,42.32389,-71.04819666666667,19,T
1770478169886635863,299.85655490100004,331232.71338723635,4687769.925943599,20.5,0.81,42.32389,-71.04819666666667,19,T
1770478170882262559,300.852181597,331232.71338723635,4687769.925943599,20.5,0.81,42.32389,-71.04819666666667,19,T
1770478171885071599,301.854990637,331232.71338723635,4687769.925943599,20.4,0.8,42.32389,-71.04819666666667,19,T
1770478172882266598,302.852185636,331232.71338723635,4687769.925943599,20.4,0.8,42.32389,-71.04819666666667,19,T
1770478173876865746,303.846784784,331232.71338723635,4687769.925943599,20.4,0.8,42.32389,-71.04819666666667,19,T
1770478174880081466,304.85000050400004,331232.71338723635,4687769.925943599,20.4,0.8,42.32389,-71.04819666666667,19,T
1770478175876406035,305.846325073,331232.71338723635,4687769.925943599,20.4,0.8,42.32389,-71.04819666666667,19,T
1770478176874636479,306.844555517,331232.5760516998,4687769.929250645,20.4,0.8,42.32389,-71.04819833333333,19,T
1770478177877697484,307.847616522,331232.5760516998,4687769.929250645,20.4,0.8,42.32389,-71.04819833333333,19,T
1770478178875106926,308.845025964,331232.5715952074,4687769.7441808395,20.4,0.8,42.323888333333336,-71.04819833333333,19,T
1770478179874997654,309.844916692,331232.5715952074,4687769.7441808395,20.4,0.8,42.323888333333336,-71.04819833333333,19,T
1770478180877185770,310.84710480800004,331232.5715952074,4687769.7441808395,20.4,0.8,42.323888333333336,-71.04819833333333,19,T
1770478181879321288,311.84924032600003,331232.5715952074,4687769.7441808395,20.4,0.8,42.323888333333336,-71.04819833333333,19,T
1770478182875007281,312.844926319,331232.5715952074,4687769.7441808395,20.4,0.8,42.323888333333336,-71.04819833333333,19,T
1770478183877943505,313.847862543,331232.5715952074,4687769.7441808395,20.4,0.8,42.323888333333336,-71.04819833333333,19,T
1770478184874966600,314.844885638,331232.4387161676,4687769.932557696,20.4,0.8,42.32389,-71.0482,19,T
1770478185876987343,315.846906381,331232.56713871507,4687769.559111034,20.3,0.78,42.32388666666667,-71.04819833333333,19,T
1770478186877358708,316.84727774600003,331232.56713871507,4687769.559111034,20.3,0.78,42.32388666666667,-71.04819833333333,19,T
1770478187878862175,317.848781213,331232.14621908206,4687769.198892575,20.4,0.78,42.323883333333335,-71.04820333333333,19,T
1770478188877224144,318.847143182,331231.02079549513,4687768.114930266,20.5,0.78,42.32387333333333,-71.04821666666666,19,T
1770478189884723010,319.854642048,331230.0371637145,4687767.212730843,20.5,0.78,42.323865,-71.04822833333333,19,T
1770478190882757154,320.85267619200005,331228.9161960713,4687766.3138386635,20.6,0.78,42.323856666666664,-71.04824166666667,19,T
1770478191883277642,321.85319668,331227.7907715281,4687765.229876853,20.7,0.78,42.32384666666667,-71.048255,19,T
1770478192882442206,322.852361244,331226.94447458023,4687764.324370703,20.9,0.78,42.323838333333335,-71.048265,19,T
1770478193883120848,323.85303988600003,331226.52355434775,4687763.96415257,21.0,0.78,42.323835,-71.04827,19,T
1770478194882227550,324.85214658800004,331226.51909770386,4687763.77908276,21.0,0.78,42.32383333333333,-71.04827,19,T
1770478195884477719,325.854396757,331226.52355434775,4687763.96415257,20.9,0.78,42.323835,-71.04827,19,T
1770478196877445444,326.84736448200005,331226.6608900025,4687763.960845407,20.9,0.78,42.323835,-71.04826833333334,19,T
1770478197876649648,327.846568686,331226.6608900025,4687763.960845407,20.9,0.78,42.323835,-71.04826833333334,19,T
1770478198881278473,328.851197511,331226.6608900025,4687763.960845407,20.9,0.78,42.323835,-71.04826833333334,19,T
1770478199883256987,329.85317602500004,331226.6608900025,4687763.960845407,21.0,0.78,42.323835,-71.04826833333334,19,T
1770478200881720730,330.85163976800004,331226.7937690227,4687763.772468438,21.0,0.78,42.32383333333333,-71.04826666666666,19,T
1770478201884581150,331.85450018800003,331226.7937690227,4687763.772468438,21.0,0.78,42.32383333333333,-71.04826666666666,19,T
1770478202876326175,332.84624521300003,331226.93110468093,4687763.769161282,21.0,0.78,42.32383333333333,-71.048265,19,T
1770478203876589836,333.846508874,331226.93110468093,4687763.769161282,21.1,0.78,42.32383333333333,-71.048265,19,T
